"id","svf","lat","lon","boxID","curve","curveMax","x","y","tpii","ele","slp","asp","slpMax","eleMean","eleMean5","st_type","st_type2","x.1","y.1"
"21",21,0.969780027866364,46.2915954589844,8.11057472229004,18,-0.00100000004749745,0.00480000022798777,651700,126770,-11.7431335449219,2516.51000976562,3.61272269354611,341.982626685579,80.9188288708393,2110.66650390625,2227.20532226562,"s",2,651700,126770
"22",22,0.999077975749969,45.9958915710449,7.24079751968384,24,0.00270000007003546,0.00490000005811453,584600,93700,114.816650390625,3202.07690429688,32.5435359609821,318.46978243008,80.804238787134,2350.45434570312,2806.44165039062,"w",1,584600,93700
"23",23,0.967530012130737,45.9861259460449,7.23805809020996,24,9.99999974737875e-05,0.00490000005811453,584385,92615,2.23220825195312,2687.49291992188,10.465487346313,229.334010591473,80.804238787134,2350.45434570312,2806.44165039062,"s",2,584385,92615
"24",24,0.999972999095917,46.4838714599609,8.70144939422607,19,0.00109999999403954,0.00350000010803342,696880,148700,160.082000732422,2659.90087890625,6.09340257697831,140.481486697746,83.0101235116705,1562.2939453125,2083.88598632812,"w",1,696880,148700
"25",25,0.938826978206635,46.4665832519531,8.71862602233887,19,-0.000600000028498471,0.00350000010803342,698230,146800,-58.963134765625,2223.88500976562,13.9667533054356,342.997101022623,83.0101235116705,1562.2939453125,1805.6640625,"s",2,698230,146800
"26",26,0.999947011470795,46.3841819763184,7.15344095230103,17,0.00170000002253801,0.00370000000111759,577990,136880,63.3037414550781,2527.89794921875,22.3436763790382,32.5736434348435,81.4516792487487,1622.60607910156,1867.53833007812,"w",1,577990,136880
"27",27,0.990562975406647,46.3780937194824,7.1646523475647,17,0.00109999999403954,0.00370000000111759,578850,136200,90.9874420166016,2217.212890625,6.04383333285059,81.5836589940809,81.4516792487487,1622.60607910156,1867.53833007812,"s",2,578850,136200
"28",28,0.966740012168884,46.2909469604492,7.27501916885376,17,-0.00039999998989515,0.00370000000111759,587320,126490,-71.9295654296875,2228.60009765625,1.81310807956915,148.607308111797,81.4516792487487,1622.60607910156,2027.40771484375,"s",2,587320,126490
"29",29,0.999952971935272,46.6894035339355,9.81590366363525,20,0.0020000000949949,0.00350000010803342,781730,173520,74.366943359375,2881.09106445312,17.625228021137,187.555491966933,78.0540426272609,2284.30249023438,2414.51782226562,"w",1,781730,173520
"30",30,0.963997006416321,46.7004547119141,9.8212308883667,20,-0.000500000023748726,0.00350000010803342,782100,174760,57.4215087890625,2563.31005859375,10.7993546769061,241.649415400896,75.8596121299625,1986.5810546875,2080.04321289062,"s",2,782100,174760
"31",31,0.98828798532486,46.7897872924805,9.77538585662842,20,-9.99999974737875e-05,0.00490000005811453,778300,184580,18.9748229980469,2452.10791015625,4.39127119760012,134.993566303425,75.8596121299625,1986.5810546875,2186.0654296875,"s",2,778300,184580
"32",32,0.988161981105804,46.7930068969727,9.79164505004883,20,0.00039999998989515,0.00490000005811453,779530,184975,3.95719909667969,2305.19091796875,20.5796604975719,51.147168090156,75.8596121299625,1986.5810546875,2186.0654296875,"s",2,779530,184975
"33",33,0.997498989105225,46.5493927001953,8.8673095703125,19,0.00130000000353903,0.0044999998062849,709480,156200,130.456771850586,2383.1201171875,33.995962027607,320.139572436852,79.3718456653448,2040.05297851562,2138.58813476562,"w",1,709480,156200
"34",34,0.966844022274017,46.5444068908691,8.87004661560059,19,-0.000300000014249235,0.0044999998062849,709700,155650,-22.8669128417969,2060.22412109375,8.75472815735266,151.518867490812,79.3718456653448,2040.05297851562,2138.58813476562,"s",2,709700,155650
"35",35,0.999960005283356,46.5827751159668,9.70954990386963,20,0.00249999994412065,0.00410000002011657,773942,161432,123.798461914062,3104.0830078125,18.1290074063915,123.761757345445,78.0540426272609,2284.30249023438,2518.87866210938,"w",1,773942,161432
"36",36,0.96553498506546,46.5926551818848,9.71601009368896,20,0.000199999994947575,0.00410000002011657,774405,162544,-36.7962341308594,2727.19506835938,4.55635729672615,44.5792342786096,78.0540426272609,2284.30249023438,2518.87866210938,"s",2,774405,162544
"37",37,0.999696016311646,46.9327583312988,9.1216983795166,12,0.0020000000949949,0.00359999993816018,728070,199190,96.0645446777344,2440.99194335938,24.4802398061409,40.9285289030891,84.6717036310595,1765.50415039062,1572.28857421875,"w",1,728070,199190
"38",38,0.971563994884491,46.9371223449707,9.13707447052002,12,0.00039999998989515,0.00359999993816018,729230,199700,26.4542846679688,2055.205078125,6.37589834727639,308.699879841294,82.1850639806897,1373.17761230469,1563.42993164062,"s",2,729230,199700
"39",39,0.999459981918335,46.5357780456543,7.64074420928955,17,0.00219999998807907,0.00359999993816018,615430,153710,162.051910400391,2328.61108398438,8.52198775383718,291.293142741517,83.5773502316726,1423.26916503906,1766.51623535156,"w",1,615430,153710
"40",40,0.985440015792847,46.5307388305664,7.64255046844482,17,0.00100000004749745,0.00359999993816018,615570,153150,70.9157104492188,2141.60400390625,4.2480835387268,201.408522622688,83.5773502316726,1423.26916503906,1766.51623535156,"s",2,615570,153150
"41",41,1,46.4982490539551,7.49039220809937,17,0.00209999992512167,0.00439999997615814,603900,149520,165.079864501953,2758.80102539062,14.6254140603093,69.0030515995643,83.5773502316726,1423.26916503906,1994.771484375,"w",1,603900,149520
"42",42,0.97071498632431,46.5216407775879,7.49627923965454,17,-0.00039999998989515,0.00359999993816018,604350,152120,6.065673828125,1971.48999023438,9.32599834934335,197.988209773155,83.5773502316726,1423.26916503906,1994.771484375,"s",2,604350,152120
"43",43,0.951905012130737,46.6698150634766,8.06561183929443,18,-0.000199999994947575,0.0052000000141561,647900,168780,-3.15838623046875,2108.52197265625,8.70986064469485,175.016043292355,84.889429571232,2339.28515625,1995.63586425781,"s",2,647900,168780
"44",44,0.9651979804039,46.4729614257812,7.67579984664917,17,0.00279999990016222,0.00439999997615814,618140,146735,143.082275390625,2156.80102539062,5.81324102382908,323.54420317205,84.453977690887,2124.396484375,2026.60278320312,"s",2,618140,146735
"45",45,0.962261021137238,46.7536735534668,9.94799613952637,20,-0.000699999975040555,0.00490000005811453,791600,180975,-32.1246337890625,2399.9130859375,9.14217405311622,296.814804270338,75.8596121299625,1986.5810546875,2367.28271484375,"s",2,791600,180975
"46",46,0.999808013439178,46.1219444274902,6.9708366394043,23,0.00219999998807907,0.00439999997615814,563770,107800,205.735687255859,2777.89599609375,13.4862085161902,171.038892440548,82.9872082270051,1635.54736328125,1766.81848144531,"w",1,563770,107800
"47",47,0.930382013320923,46.1021270751953,6.964928150177,23,0.00100000004749745,0.00439999997615814,563300,105600,62.4376220703125,2249.501953125,4.93061452408924,357.464807722544,82.9872082270051,1635.54736328125,1766.81848144531,"s",2,563300,105600
"48",48,0.999769985675812,45.9927177429199,7.05687713623047,23,0.00249999994412065,0.00439999997615814,570350,93400,204.517181396484,3340.81298828125,28.2184535653077,304.439754252174,80.804238787134,2350.45434570312,2922.60034179688,"w",1,570350,93400
"49",49,0.944944024085999,45.9734382629395,7.03120613098145,23,-0.000500000023748726,0.00439999997615814,568350,91267,-19.0421752929688,2993.2890625,9.0229744454948,165.89805493909,80.804238787134,2350.45434570312,2922.60034179688,"s",2,568350,91267
"50",50,0.970987021923065,46.3394737243652,8.85429286956787,19,0.00100000004749745,0.00490000005811453,708903,132853,10.7070770263672,2104.29296875,10.4103728423529,212.98379447327,83.0101235116705,1562.2939453125,1923.29602050781,"s",2,708903,132853
"51",51,1,46.179759979248,7.11384630203247,16,0.00249999994412065,0.00439999997615814,574850,114170,201.441711425781,2892.72094726562,9.77956816023545,254.887032352055,81.8241021434328,1427.654296875,1399.38623046875,"w",1,574850,114170
"52",52,0.980840027332306,46.1961555480957,7.09107542037964,16,-0.00039999998989515,0.00439999997615814,573100,116000,-18.01123046875,2611.38989257812,8.75563486496498,272.120747099778,81.8241021434328,1427.654296875,2235.62109375,"s",2,573100,116000
"53",53,0.930455029010773,46.437671661377,8.62156772613525,18,0.000300000014249235,0.00350000010803342,690825,143470,51.1624145507812,2391.68896484375,8.14607804758177,30.6096293691955,81.7266968156793,1971.48474121094,1711.671875,"s",2,690825,143470
"54",54,0.972531020641327,46.7456398010254,8.39854526519775,18,0.00209999992512167,0.00499999988824129,673270,177465,50.1609497070312,2060.60693359375,16.1112585349958,348.671267015233,84.3221960210408,1674.21533203125,2165.236328125,"s",2,673270,177465
"55",55,0.999864995479584,46.4409294128418,7.76786613464355,17,0.0031999999191612,0.00439999997615814,625225,143200,214.359375,3200.01391601562,18.6643132373075,103.213782095433,84.453977690887,2124.396484375,2432.23486328125,"w",1,625225,143200
"56",56,0.965331017971039,46.4305458068848,7.76163578033447,17,-0.000600000028498471,0.00439999997615814,624751,142044,3.53488159179688,2713.38208007812,15.9035302842209,104.162993974957,84.453977690887,2124.396484375,2432.23486328125,"s",2,624751,142044
"57",57,1,47.0000343322754,8.99991035461426,12,0.00230000005103648,0.00460000010207295,718650,206475,191.200805664062,2902.01611328125,66.6937851317505,85.6880357795574,82.1850639806897,1373.17761230469,1906.09411621094,"w",1,718650,206475
"58",58,0.962405979633331,46.9979248046875,9.03877925872803,12,0.00120000005699694,0.00460000010207295,721610,206300,129.384170532227,1633.89196777344,4.40094701433309,299.596494432475,82.1850639806897,1373.17761230469,1906.09411621094,"s",2,721610,206300
"59",59,0.998358011245728,46.4228134155273,8.24295330047607,18,0.000899999984540045,0.00359999993816018,661750,141450,84.2683410644531,2730.2939453125,16.1091394688058,355.232674581027,80.9188288708393,2110.66650390625,2029.27551269531,"w",1,661750,141450
"60",60,0.978851020336151,46.4224281311035,8.2338399887085,18,-0.000699999975040555,0.00359999993816018,661050,141400,-36.3374633789062,2449.2890625,8.32298080085875,222.800046725764,80.9188288708393,2110.66650390625,2029.27551269531,"s",2,661050,141400
"61",61,0.988309025764465,46.4903831481934,8.2296257019043,18,0.00100000004749745,0.00359999993816018,660650,148950,115.223358154297,2431.18090820312,12.7737881961329,64.3382441323099,80.9188288708393,2110.66650390625,1873.86853027344,"s",2,660650,148950
"62",62,0.999997973442078,46.3535079956055,6.81447410583496,16,0.0019000000320375,0.0031999999191612,551890,133622,143.914398193359,2205.30688476562,49.3044103728432,4.16619640076751,79.2457945242122,917.536010742188,1796.3935546875,"w",1,551890,133622
"63",63,0.986523985862732,46.3473625183105,6.78436374664307,16,0.00100000004749745,0.0031999999191612,549567,132958,112.65885925293,1984.79602050781,3.41118750335772,104.178396051536,79.2457945242122,917.536010742188,1796.3935546875,"s",2,549567,132958
"64",64,0.999370992183685,46.6938171386719,8.27902507781982,18,0.0031999999191612,0.00430000014603138,664200,171600,208.632873535156,2528.80297851562,5.03637914961324,95.0556129054732,84.889429571232,2339.28515625,1806.14587402344,"w",1,664200,171600
"65",65,0.983026027679443,46.680233001709,8.29057884216309,18,0.0020000000949949,0.00430000014603138,665100,170100,143.006774902344,2111.30004882812,6.18998102495547,102.828245237543,84.889429571232,2339.28515625,1806.14587402344,"s",2,665100,170100
"66",66,1,47.1549491882324,9.30650615692139,12,0.0015999999595806,0.00370000000111759,741550,224200,225.593734741211,2305.19995117188,5.82516653411993,150.155370487181,82.1850639806897,1373.17761230469,963.94970703125,"w",1,741550,224200
"67",67,1,46.5346069335938,9.15534973144531,19,0.00329999998211861,0.00419999985024333,731600,155000,237.627136230469,3031.705078125,31.3952343124358,301.462474792965,78.6900220314483,2176.4970703125,2507.91430664062,"w",1,731600,155000
"68",68,0.968686997890472,46.545539855957,9.20551872253418,19,0.000500000023748726,0.00419999985024333,735420,156300,16.5016174316406,2146.7919921875,5.77589141501334,198.427951012299,78.6900220314483,2176.4970703125,2199.81689453125,"s",2,735420,156300
"69",69,0.976261973381042,46.5378036499023,9.34976100921631,19,-0.000300000014249235,0.00419999985024333,746500,155700,16.6731262207031,2198.58911132812,10.1081386791271,251.66654351688,81.2339533085762,1950.15673828125,1860.83911132812,"s",2,746500,155700
"70",70,0.999803006649017,46.1918258666992,6.81710767745972,16,0.00150000001303852,0.00380000006407499,551950,115650,131.9814453125,2275.08203125,6.65612564099638,132.026996580835,82.9872082270051,1635.54736328125,1797.11364746094,"w",1,551950,115650
"71",71,0.992641985416412,46.1925659179688,6.82862949371338,16,0.000500000023748726,0.00439999997615814,552840,115725,64.0987396240234,2023.78601074219,10.2107212902716,40.9343379789782,82.9872082270051,1635.54736328125,1593.70739746094,"s",2,552840,115725
"72",72,1,46.6309700012207,7.26986932754517,17,0.0020000000949949,0.00350000010803342,587005,164285,168.435516357422,2097.89697265625,2.97158820408265,244.968614129956,81.0964479402055,1251.86682128906,1402.20812988281,"w",1,587005,164285
"73",73,0.878296971321106,46.6344680786133,7.27550029754639,17,-0.000899999984540045,0.00350000010803342,587437,164673,135.26350402832,1707.41003417969,17.5140205886182,67.2164380372291,81.0964479402055,1251.86682128906,1424.13854980469,"s",2,587437,164673
"74",74,0.999616980552673,46.4835929870605,9.70406341552734,20,0.0015999999595806,0.0044999998062849,773840,150400,111.218688964844,2830.58911132812,27.1328530533421,25.1769839882793,78.0540426272609,2284.30249023438,2715.26098632812,"w",1,773840,150400
"75",75,0.974516987800598,46.479564666748,9.69386291503906,20,-0.000899999984540045,0.0044999998062849,773070,149930,-31.5256958007812,2424.30004882812,5.09861754087769,120.604816590309,78.0540426272609,2284.30249023438,2715.26098632812,"s",2,773070,149930
"76",76,0.959833025932312,46.6293449401855,9.9017162322998,20,0.00170000002253801,0.00350000010803342,788500,167050,118.290466308594,3122.68896484375,43.5817124710859,244.530197947511,78.0540426272609,2284.30249023438,2630.58740234375,"w",1,788500,167050
"77",77,0.947176992893219,46.6226425170898,9.89945125579834,20,-0.000500000023748726,0.00350000010803342,788350,166300,-61.9328308105469,2736.60205078125,12.1695777093226,173.090408059653,78.0540426272609,2284.30249023438,2630.58740234375,"s",2,788350,166300
"78",78,0.998382985591888,46.9221076965332,9.86981391906738,13,0.00120000005699694,0.00490000005811453,785050,199500,48.8934631347656,2540.19702148438,23.1352713981805,82.5475626105097,75.8596121299625,1986.5810546875,1615.81689453125,"w",1,785050,199500
"79",79,0.986404001712799,46.9102897644043,9.87518978118896,13,0.00039999998989515,0.00490000005811453,785500,198200,3.25729370117188,2148.0859375,7.44999383247191,207.960668451968,75.8596121299625,1986.5810546875,1615.81689453125,"s",2,785500,198200
"80",80,0.985157012939453,46.8424491882324,9.93245983123779,20,-0.00039999998989515,0.00490000005811453,790100,190800,-5.62666320800781,2290.9150390625,6.51929731512717,314.656378533436,75.8596121299625,1986.5810546875,1778.017578125,"s",2,790100,190800
"81",81,0.98074597120285,46.4501304626465,9.73437309265137,20,0.00100000004749745,0.0044999998062849,776275,146750,117.600006103516,3059.89501953125,39.2905402570933,111.354172302984,81.3714655071361,2467.73046875,2461.88842773438,"w",1,776275,146750
"82",82,0.974563002586365,46.4525985717773,9.74587249755859,20,9.99999974737875e-05,0.0044999998062849,777150,147050,15.3253784179688,2730.89990234375,11.6209427642413,121.733559992167,81.3714655071361,2467.73046875,2461.88842773438,"s",2,777150,147050
"83",83,0.937874972820282,46.4401397705078,9.76096534729004,20,-0.000899999984540045,0.00460000010207295,778350,145700,-30.4130859375,1925.68896484375,16.0445532000141,112.88237931845,81.3714655071361,2467.73046875,2072.22192382812,"s",2,778350,145700
"84",84,0.999907970428467,46.4414596557617,7.35538101196289,17,0.00230000005103648,0.00370000000111759,593530,143210,139.402679443359,2471.10498046875,4.14864921790293,178.74830454166,83.6747555594261,1830.64294433594,1873.85461425781,"w",1,593530,143210
"85",85,0.991621017456055,46.4273529052734,7.38077402114868,17,-0.000300000014249235,0.00370000000111759,595480,141640,-2.93788146972656,1966.78796386719,8.34716820825706,62.1080097833823,83.6747555594261,1830.64294433594,1873.85461425781,"s",2,595480,141640
"86",86,1,46.6133499145508,8.7876501083374,19,0.00150000001303852,0.0044999998062849,703250,163200,100.12841796875,3030.50805664062,20.6930279774158,18.7674166503762,79.3718456653448,2040.05297851562,2270.0341796875,"w",1,703250,163200
"87",87,0.947296023368835,46.6052932739258,8.7841854095459,19,0.000199999994947575,0.0044999998062849,703000,162300,-39.8733520507812,2555.98901367188,6.55281988357359,109.584893760762,79.3718456653448,2040.05297851562,2270.0341796875,"s",2,703000,162300
"88",88,0.95219099521637,46.7448310852051,8.55206203460693,18,-0.00039999998989515,0.00430000014603138,685000,177530,12.4823608398438,2216.18310546875,11.0144800225521,246.766975617664,84.3221960210408,1674.21533203125,1940.9248046875,"s",2,685000,177530
"89",89,0.99991101026535,46.4186782836914,9.15688514709473,19,0.00219999998807907,0.00359999993816018,732000,142120,149.477447509766,2688.09301757812,14.3397243228006,197.863913990639,81.8241021434328,1731.13806152344,1976.36535644531,"w",1,732000,142120
"90",90,0.94241601228714,46.4153251647949,9.16139793395996,19,0.00039999998989515,0.00359999993816018,732355,141755,3.77493286132812,2384.59204101562,6.21616156693095,74.1712098577029,81.8241021434328,1731.13806152344,1976.36535644531,"s",2,732355,141755
"91",91,0.999005019664764,47.088134765625,9.62520503997803,13,0.00170000002253801,0.00350000010803342,765915,217400,79.9368591308594,2181.31201171875,16.9364990659896,347.604555391417,83.227849451843,1278.14367675781,1816.10241699219,"w",1,765915,217400
"92",92,0.959339022636414,47.0898132324219,9.61308479309082,13,0,0.00350000010803342,764990,217561,-41.4871063232422,1974.79797363281,22.3840718253369,340.198936444209,83.227849451843,1278.14367675781,1816.10241699219,"s",2,764990,217561
"93",93,0.981808006763458,46.334285736084,7.92633390426636,18,0.000600000028498471,0.00480000022798777,637475,131410,25.7774353027344,2204.11010742188,7.15178435821457,271.150587030069,84.453977690887,2124.396484375,1959.8310546875,"s",2,637475,131410
"94",94,0.999611973762512,46.9406852722168,8.78799915313721,12,0.00329999998211861,0.00380000006407499,702651,199580,145.324188232422,2308.08911132812,13.3172970842421,210.45519014064,83.7205929589461,1311.65063476562,1321.52758789062,"w",1,702651,199580
"95",95,0.965912997722626,46.9395523071289,8.74676036834717,12,0.000500000023748726,0.00430000014603138,699514,199401,71.0622100830078,2087.10693359375,7.61036411286287,282.696584689869,84.528460903786,1949.50415039062,1912.23962402344,"s",2,699514,199401
"96",96,1,46.8648719787598,9.04627513885498,19,0.00209999992512167,0.00380000006407499,722483,191525,191.706726074219,3100,9.46884236432406,295.846010238464,84.6717036310595,1765.50415039062,2058.50903320312,"w",1,722483,191525
"97",97,0.986186981201172,46.8600540161133,9.01864814758301,19,-9.99999974737875e-05,0.00380000006407499,720388,190947,62.9942626953125,2482.61401367188,5.47156806767519,104.176497258947,84.6717036310595,1765.50415039062,2058.50903320312,"s",2,720388,190947
"98",98,0.999778985977173,46.4664192199707,8.86798763275146,19,0.00209999992512167,0.00490000005811453,709700,146980,133.91145324707,2300.89599609375,4.25231057204939,33.9460026089229,83.0101235116705,1562.2939453125,1741.49816894531,"w",1,709700,146980
"99",99,0.977038025856018,46.4737777709961,8.86948394775391,19,-0.000600000028498471,0.00490000005811453,709800,147800,14.7505493164062,2075.82397460938,4.89559742487505,73.3930464055633,83.0101235116705,1562.2939453125,1741.49816894531,"s",2,709800,147800
"100",100,0.99956202507019,46.1443901062012,7.35506343841553,17,0.000899999984540045,0.00340000004507601,593470,110190,63.0166015625,2706.5,20.4595704040374,21.5318571697634,80.775592973755,2035.88342285156,1900.88952636719,"w",1,593470,110190
"101",101,0.987075984477997,46.1575317382812,7.36617708206177,17,0.000199999994947575,0.00340000004507601,594330,111650,41.4034118652344,2328.38208007812,3.98705804119783,96.1358483038458,80.775592973755,2035.88342285156,1900.88952636719,"s",2,594330,111650
"102",102,0.981802999973297,46.4230041503906,7.21425247192383,17,0.00039999998989515,0.00370000000111759,582680,141180,17.6795959472656,2106.61108398438,5.8341076786303,50.5322017629501,81.4516792487487,1622.60607910156,1559.76708984375,"s",2,582680,141180
"103",103,0.999723017215729,46.5512504577637,8.30941581726074,18,0.00109999999403954,0.00430000014603138,666700,155780,41.6802673339844,2727.98999023438,15.3508125935632,316.60535935272,84.889429571232,2339.28515625,2372.158203125,"w",1,666700,155780
"104",104,0.9828240275383,46.5466957092285,8.31716728210449,18,0,0.00430000014603138,667300,155280,2.35086059570312,2433.00903320312,10.0198064039123,159.651942565761,84.889429571232,2339.28515625,2372.158203125,"s",2,667300,155280
"105",105,0.97706800699234,46.5090522766113,8.35539054870605,18,0.000500000023748726,0.00430000014603138,670280,151130,6.45649719238281,2190.71606445312,7.70880250672839,275.520678664827,78.4150044645177,2264.80590820312,1842.72729492188,"s",2,670280,151130
"106",106,0.993263006210327,46.6070899963379,10.2683877944946,21,0.00100000004749745,0.00340000004507601,816650,165525,80.1594543457031,2411.40209960938,23.8712618472899,181.765007852758,74.6850518191521,2333.30322265625,2229.634765625,"w",1,816650,165525
"107",107,0.987717986106873,46.6329612731934,10.2903919219971,21,0.000199999994947575,0.00340000004507601,818230,168460,40.75341796875,2362.09594726562,11.6929918684748,4.70232057372344,72.6739640897444,2073.169921875,2267.26196289062,"s",2,818230,168460
"108",108,0.925866007804871,46.9193725585938,8.95948314666748,12,-0.000500000023748726,0.00380000006407499,715750,197450,-4.59318542480469,1823.19897460938,4.77340619439717,157.340633871386,84.528460903786,1949.50415039062,1748.49694824219,"s",2,715750,197450
"109",109,0.96977299451828,46.5407485961914,7.56279420852661,17,0.00120000005699694,0.00359999993816018,609450,154250,3.79647827148438,2017.11694335938,4.85716821928362,82.6509511839762,83.5773502316726,1423.26916503906,1543.0029296875,"s",2,609450,154250
"110",110,0.986488997936249,46.8530578613281,9.80607891082764,20,-0.000199999994947575,0.00490000005811453,780430,191680,17.9790344238281,2288.61499023438,4.62421437235658,319.642280023762,75.8596121299625,1986.5810546875,2212.3447265625,"s",2,780430,191680
"111",111,0.994198024272919,46.6241912841797,8.85811996459961,19,0.00240000011399388,0.0044999998062849,708625,164500,124.620132446289,2431.294921875,11.4283860711603,315.928241719162,79.3718456653448,2040.05297851562,2404.0947265625,"w",1,708625,164500
"112",112,0.954239010810852,46.6274948120117,8.8637580871582,19,-0.000300000014249235,0.0044999998062849,709050,164875,-33.6640167236328,2193.7890625,2.94950214707117,149.984711380579,79.3718456653448,2040.05297851562,2049.2841796875,"s",2,709050,164875
"113",113,0.99992299079895,46.7904853820801,8.03623199462891,18,0.00219999998807907,0.00370000000111759,645550,182175,174.979187011719,2301.41088867188,14.6791983849286,205.801918862893,81.6006525047359,1239.49267578125,1593.02551269531,"w",1,645550,182175
"114",114,0.960620999336243,46.7756271362305,7.99481678009033,18,-9.99999974737875e-05,0.00370000000111759,642400,180500,78.9326477050781,1875.38195800781,7.56925320424857,141.725428070146,80.0708540551931,1115.31225585938,1414.41772460938,"s",2,642400,180500
"115",115,0.961000025272369,46.776683807373,8.01017570495605,18,0.0015999999595806,0.00370000000111759,643572,180626,107.980529785156,1832.71301269531,36.7421113003969,113.609616880138,81.6006525047359,1239.49267578125,1593.02551269531,"s",2,643572,180626
